ID,Name,National Grouping,Higher Health Authority,Opened,Closed,Address
NQM01,Independent Sector H/c Provider Site - ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE (NQM01),Y61 EAST OF ENGLAND COMMISSIONING REGION,QUE NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1/10/2010,N/A,1 STIRLING WAY BRETTON PETERBOROUGH CAMBRIDGESHIRE PE3 8YA
NQT5H,Independent Sector H/c Provider Site - PAULTON MEMORIAL HOSPITAL (NQT5H),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2016,N/A,SALISBURY ROAD PAULTON BRISTOL AVON BS39 7SB
NQT5K,Independent Sector H/c Provider Site - ST MARTINS HOSPITAL (NQT5K),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/4/2017,N/A,ST MARTINS HOSPITAL CLARA CROSS LANE BATH AVON BA2 5RP
NR501,Independent Sector H/c Provider Site - LIVEWELL SOUTHWEST (NR501),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/10/2010,N/A,LOCAL CARE CENTRE 200 MOUNT GOULD ROAD PLYMOUTH DEVON PL4 7PY
NR505,Independent Sector H/c Provider Site - DERRIFORD HOSPITAL CLINIC (NR505),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/4/2011,N/A,DERRIFORD ROAD PLYMOUTH DEVON PL6 8DH
NR510,Independent Sector H/c Provider Site - LEE MILL UNIT (NR510),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/4/2011,N/A,BEECH ROAD IVYBRIDGE DEVON PL21 9HL
NR511,Independent Sector H/c Provider Site - SYRENA HOUSE (NR511),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/4/2011,N/A,284 DEAN CROSS ROAD PLYMOUTH DEVON PL9 7AZ
NR515,Independent Sector H/c Provider Site - GLENBOURNE (NR515),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/4/2011,N/A,MORLAIX ROAD DERRIFORD PLYMOUTH DEVON PL6 5AF
NR525,Independent Sector H/c Provider Site - TAVISTOCK HOSPITAL (NR525),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/4/2011,N/A,SPRING HILL TAVISTOCK DEVON PL19 8LD
NR526,Independent Sector H/c Provider Site - SOUTH HAMS (KINGSBRIDGE) HOSPITAL (NR526),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/4/2011,N/A,PLYMOUTH ROAD KINGSBRIDGE DEVON TQ7 1AT
NR527,Independent Sector H/c Provider Site - MOUNT GOULD HOSPITAL (NR527),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/4/2011,N/A,MOUNT GOULD ROAD PLYMOUTH DEVON PL4 7QD
NR535,Independent Sector H/c Provider Site - PLYM BRIDGE HOUSE (NR535),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/4/2011,N/A,4 WILLIAM PRANCE ROAD PLYMOUTH DEVON PL6 5ZD
NRF04,Independent Sector H/c Provider Site - SOECIC (SOUTHWICK HILL ROAD) (NRF04),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q70 NHS ENGLAND SOUTH (WESSEX),1/10/2010,28/02/2014,QUEEN ALEXANDRA HOSPITAL SOUTHWICK HILL ROAD COSHAM PORTSMOUTH HAMPSHIRE PO6 3LY
NT202,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL (NT202)",Y58 SOUTH WEST COMMISSIONING REGION,QVV NHS DORSET INTEGRATED CARE BOARD,1/10/2003,N/A,67-71 LANSDOWNE ROAD BOURNEMOUTH DORSET BH1 1RW
NT204,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, BRENTWOOD HOSPITAL (NT204)",Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/10/2003,N/A,SHENFIELD ROAD BRENTWOOD ESSEX CM15 8EH
NT205,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, BRIGHTON HOSPITAL (NT205)",Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/10/2003,N/A,WARREN ROAD WOODINGDEAN BRIGHTON EAST SUSSEX BN2 6DX
NT206,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD) (NT206)",Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/10/2003,N/A,3 CLIFTON HILL BRISTOL AVON BS8 1BN
NT207,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, BRISTOL HOSPITAL (ST MARY'S) (NT207)",Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/10/2003,N/A,UPPER BYRON PLACE BRISTOL AVON BS8 1JU
NT209,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, CAMBRIDGE HOSPITAL (NT209)",Y61 EAST OF ENGLAND COMMISSIONING REGION,QUE NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1/10/2003,N/A,4 TRUMPINGTON ROAD CAMBRIDGE CAMBRIDGESHIRE CB2 8AF
NT210,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER (NT210)",Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2003,N/A,WREXHAM ROAD CHESTER CHESHIRE CH4 7QP
NT211,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, CHELTENHAM HOSPITAL (NT211)",Y58 SOUTH WEST COMMISSIONING REGION,QR1 NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,HATHERLEY LANE CHELTENHAM GLOUCESTERSHIRE GL51 6SY
NT212,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, CHICHESTER HOSPITAL (NT212)",Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/10/2003,N/A,BROYLE ROAD CHICHESTER WEST SUSSEX PO19 6WB
NT213,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, DERBY HOSPITAL (NT213)",Y60 MIDLANDS COMMISSIONING REGION,QJ2 NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,RYKNELD ROAD LITTLEOVER DERBY DERBYSHIRE DE23 4SN
NT214,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, WESSEX HOSPITAL (NT214)",Y59 SOUTH EAST COMMISSIONING REGION,QRL NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1/10/2003,N/A,WINCHESTER ROAD CHANDLER'S FORD EASTLEIGH HAMPSHIRE SO53 2DW
NT215,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, EXETER HOSPITAL (NT215)",Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/10/2003,N/A,WONFORD ROAD EXETER DEVON EX2 4UG
NT216,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, GUILDFORD HOSPITAL (NT216)",Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2003,N/A,STIRLING ROAD GUILDFORD SURREY GU2 7RF
NT218,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL (NT218)",Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/10/2003,N/A,BURRELL ROAD HAYWARDS HEATH WEST SUSSEX RH16 1UD
NT219,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, HEREFORD HOSPITAL (NT219)",Y60 MIDLANDS COMMISSIONING REGION,QGH NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,VENNS LANE HEREFORD HEREFORDSHIRE HR1 1DF
NT221,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, HULL HOSPITAL (NT221)",Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),Q32 YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,1/10/2003,1/4/2009,ENTRANCE 3 CASTLE HILL COTTINGHAM NORTH HUMBERSIDE HU16 5FQ
NT222,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, IPSWICH HOSPITAL (NT222)",Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/10/2003,N/A,FOXHALL ROAD IPSWICH SUFFOLK IP4 5SW
NT224,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL (NT224)",Y60 MIDLANDS COMMISSIONING REGION,QWU NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,THE CHASE OLD MILVERTON LANE LEAMINGTON SPA WARWICKSHIRE CV32 6RW
NT225,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, LEEDS HOSPITAL (NT225)",Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,2 LEIGHTON STREET LEEDS WEST YORKSHIRE LS1 3EB
NT226,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, LEICESTER HOSPITAL (NT226)",Y60 MIDLANDS COMMISSIONING REGION,"QK1 NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1/10/2003,N/A,SCRAPTOFT LANE LEICESTER LEICESTERSHIRE LE5 1HY
NT229,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL (NT229)",Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/10/2003,N/A,CLAYTON ROAD NEWCASTLE UPON TYNE TYNE AND WEAR NE2 1JP
NT230,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL (NT230)",Y60 MIDLANDS COMMISSIONING REGION,QNC NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1/10/2003,N/A,CLAYTON ROAD NEWCASTLE UNDER LYME STAFFORDSHIRE ST5 4DB
NT233,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, PLYMOUTH HOSPITAL (NT233)",Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/10/2003,N/A,DERRIFORD ROAD PLYMOUTH DEVON PL6 8BG
NT235,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, SHREWSBURY HOSPITAL (NT235)",Y60 MIDLANDS COMMISSIONING REGION,"QOC NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1/10/2003,N/A,LONGDEN ROAD SHREWSBURY SHROPSHIRE SY3 9DP
NT237,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, TEES HOSPITAL (NT237)",Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/10/2003,N/A,JUNCTION ROAD NORTON STOCKTON-ON-TEES CLEVELAND TS20 1PX
NT238,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, TAUNTON HOSPITAL (NT238)",Y58 SOUTH WEST COMMISSIONING REGION,QSL NHS SOMERSET INTEGRATED CARE BOARD,1/10/2003,N/A,STAPLEGROVE TAUNTON SOMERSET TA2 6AN
NT239,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL (NT239)",Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2003,N/A,KINGSWOOD ROAD TUNBRIDGE WELLS KENT TN2 4UL
NT241,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, WOKING HOSPITAL (NT241)",Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2003,N/A,SHORES ROAD WOKING SURREY GU21 4BY
NT242,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL (NT242)",Y60 MIDLANDS COMMISSIONING REGION,QUA NHS BLACK COUNTRY INTEGRATED CARE BOARD,1/10/2003,N/A,WOOD ROAD WOLVERHAMPTON WEST MIDLANDS WV6 8LE
NT244,Independent Sector H/c Provider Site - NUFFIELD HOSPITAL OXFORD (THE MANOR) (NT244),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",25/10/2004,N/A,BEECH ROAD HEADINGTON OXFORD OXFORDSHIRE OX3 7RP
NT245,"Independent Sector H/c Provider Site - NUFFIELD HEALTH, YORK HOSPITAL (NT245)",Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2005,N/A,HAXBY ROAD YORK NORTH YORKSHIRE YO31 8TA
NT255,Independent Sector H/c Provider Site - THE VALE HOSPITAL (NT255),W00 DIGITAL HEALTH AND CARE WALES,N/A,1/4/2010,N/A,HENSOL CASTLE PARK HENSOL CARDIFF MID GLAMORGAN CF72 8JX
NT301,Independent Sector H/c Provider Site - SPIRE SOUTH BANK HOSPITAL (NT301),Y60 MIDLANDS COMMISSIONING REGION,QGH NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,139 BATH ROAD WORCESTER WORCESTERSHIRE WR5 3YB
NT302,Independent Sector H/c Provider Site - SPIRE BRISTOL HOSPITAL (NT302),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/10/2003,N/A,REDLAND HILL BRISTOL AVON BS6 6UT
NT304,Independent Sector H/c Provider Site - SPIRE SOUTHAMPTON HOSPITAL (NT304),Y59 SOUTH EAST COMMISSIONING REGION,QRL NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1/10/2003,N/A,CHALYBEATE HOSPITAL CHALYBEATE CLOSE SOUTHAMPTON HAMPSHIRE SO16 6UY
NT305,Independent Sector H/c Provider Site - SPIRE PORTSMOUTH HOSPITAL (NT305),Y59 SOUTH EAST COMMISSIONING REGION,QRL NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1/10/2003,N/A,BARTONS ROAD HAVANT HAMPSHIRE PO9 5NP
NT308,Independent Sector H/c Provider Site - SPIRE GATWICK PARK HOSPITAL (NT308),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2003,N/A,POVEY CROSS ROAD HORLEY SURREY RH6 0BB
NT309,Independent Sector H/c Provider Site - SPIRE SUSSEX HOSPITAL (NT309),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/10/2003,31/03/2022,THE RIDGE ST. LEONARDS-ON-SEA EAST SUSSEX TN37 7RE
NT30A,Independent Sector H/c Provider Site - SPIRE NOTTINGHAM HOSPITAL (NT30A),Y60 MIDLANDS COMMISSIONING REGION,QT1 NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1/4/2016,N/A,TOLLERTON LANE TOLLERTON NOTTINGHAM NOTTINGHAMSHIRE NG12 4GA
NT310,Independent Sector H/c Provider Site - SPIRE TUNBRIDGE WELLS HOSPITAL (NT310),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2003,N/A,FORDCOMBE ROAD FORDCOMBE TUNBRIDGE WELLS KENT TN3 0RD
NT312,Independent Sector H/c Provider Site - SPIRE ALEXANDRA HOSPITAL (NT312),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2003,N/A,IMPTON LANE CHATHAM KENT ME5 9PG
NT313,Independent Sector H/c Provider Site - SPIRE WELLESLEY HOSPITAL (NT313),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/10/2003,N/A,EASTERN AVENUE SOUTHEND-ON-SEA ESSEX SS2 4XH
NT314,Independent Sector H/c Provider Site - SPIRE LONDON EAST (NT314),Y56 LONDON COMMISSIONING REGION,QMF NHS NORTH EAST LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,RODING LANE SOUTH ILFORD ESSEX IG4 5PZ
NT315,Independent Sector H/c Provider Site - SPIRE BUSHEY HOSPITAL (NT315),Y61 EAST OF ENGLAND COMMISSIONING REGION,QM7 NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1/10/2003,N/A,HEATHBOURNE ROAD BUSHEY HEATH BUSHEY HERTFORDSHIRE WD23 1RD
NT316,Independent Sector H/c Provider Site - SPIRE HARPENDEN HOSPITAL (NT316),Y61 EAST OF ENGLAND COMMISSIONING REGION,QM7 NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1/10/2003,N/A,AMBROSE LANE HARPENDEN HERTFORDSHIRE AL5 4BP
NT317,Independent Sector H/c Provider Site - SPIRE CAMBRIDGE LEA HOSPITAL (NT317),Y61 EAST OF ENGLAND COMMISSIONING REGION,QUE NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1/10/2003,N/A,30 NEW ROAD IMPINGTON CAMBRIDGE CAMBRIDGESHIRE CB24 9EL
NT318,Independent Sector H/c Provider Site - SPIRE NORWICH HOSPITAL (NT318),Y61 EAST OF ENGLAND COMMISSIONING REGION,QMM NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1/10/2003,N/A,WATTON ROAD NORWICH NORFOLK NR4 7TD
NT319,Independent Sector H/c Provider Site - SPIRE HARTSWOOD HOSPITAL (NT319),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/10/2003,N/A,EAGLE WAY BRENTWOOD ESSEX CM13 3LE
NT320,Independent Sector H/c Provider Site - SPIRE PARKWAY HOSPITAL (NT320),Y60 MIDLANDS COMMISSIONING REGION,QHL NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1/10/2003,N/A,1 DAMSON PARKWAY SOLIHULL WEST MIDLANDS B91 2PP
NT321,Independent Sector H/c Provider Site - SPIRE LITTLE ASTON HOSPITAL (NT321),Y60 MIDLANDS COMMISSIONING REGION,QNC NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1/10/2003,N/A,LITTLE ASTON HALL DRIVE LITTLE ASTON SUTTON COLDFIELD WEST MIDLANDS B74 3UP
NT322,Independent Sector H/c Provider Site - SPIRE LEICESTER HOSPITAL (NT322),Y60 MIDLANDS COMMISSIONING REGION,"QK1 NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1/10/2003,N/A,GARTREE ROAD LEICESTER LEICESTERSHIRE LE2 2FF
NT324,Independent Sector H/c Provider Site - SPIRE CHESHIRE HOSPITAL (NT324),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2003,N/A,FIR TREE CLOSE STRETTON WARRINGTON CHESHIRE WA4 4LU
NT325,Independent Sector H/c Provider Site - SPIRE MURRAYFIELD HOSPITAL (NT325),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2003,N/A,HOLMWOOD DRIVE HESWALL WIRRAL MERSEYSIDE CH61 1AU
NT327,Independent Sector H/c Provider Site - SPIRE MANCHESTER HOSPITAL (NT327),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2003,N/A,170 BARLOW MOOR ROAD MANCHESTER GREATER MANCHESTER M20 2AF
NT332,Independent Sector H/c Provider Site - SPIRE LEEDS HOSPITAL (NT332),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,JACKSON AVENUE LEEDS WEST YORKSHIRE LS8 1NT
NT333,Independent Sector H/c Provider Site - SPIRE WASHINGTON HOSPITAL (NT333),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/10/2003,N/A,PICKTREE LANE WASHINGTON TYNE AND WEAR NE38 9JZ
NT337,Independent Sector H/c Provider Site - SPIRE LIVERPOOL HOSPITAL (NT337),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2006,N/A,57 GREENBANK ROAD LIVERPOOL MERSEYSIDE L18 1HQ
NT338,Independent Sector H/c Provider Site - SPIRE YALE HOSPITAL (NT338),W00 DIGITAL HEALTH AND CARE WALES,N/A,1/10/2006,N/A,WREXHAM TECHNOLOGY PARK WREXHAM CLWYD LL13 7YP
NT339,Independent Sector H/c Provider Site - SPIRE REGENCY HOSPITAL (NT339),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2006,N/A,WEST STREET MACCLESFIELD CHESHIRE SK11 8DW
NT340,Independent Sector H/c Provider Site - BMI SOUTH CHESHIRE PRIVATE HOSPITAL (SPIRE) (NT340),Y54 NORTH OF ENGLAND COMMISSIONING REGION,"Q44 CHESHIRE, WARRINGTON AND WIRRAL AREA TEAM",1/10/2006,31/03/2014,LEIGHTON CREWE CHESHIRE CW1 4QP
NT343,Independent Sector H/c Provider Site - SPIRE THAMES VALLEY HOSPITAL (NT343),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/10/2007,N/A,WEXHAM STREET WEXHAM SLOUGH BERKSHIRE SL3 6NH
NT344,Independent Sector H/c Provider Site - SPIRE DUNEDIN HOSPITAL (NT344),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/4/2008,N/A,16 BATH ROAD READING BERKSHIRE RG1 6NS
NT345,Independent Sector H/c Provider Site - SPIRE CLARE PARK HOSPITAL (NT345),Y59 SOUTH EAST COMMISSIONING REGION,QNQ NHS FRIMLEY INTEGRATED CARE BOARD,1/4/2008,N/A,CRONDALL LANE FARNHAM SURREY GU10 5XX
NT346,Independent Sector H/c Provider Site - SPIRE ST SAVIOURS HOSPITAL (NT346),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2008,N/A,71-73 SEABROOK ROAD HYTHE KENT CT21 5AW
NT347,Independent Sector H/c Provider Site - SPIRE FYLDE COAST HOSPITAL (NT347),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2008,N/A,ST. WALBURGAS ROAD BLACKPOOL LANCASHIRE FY3 8BP
NT348,Independent Sector H/c Provider Site - SPIRE ELLAND HOSPITAL (NT348),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2008,N/A,ELLAND LANE ELLAND WEST YORKSHIRE HX5 9EB
NT349,Independent Sector H/c Provider Site - SPIRE LONGLANDS CONSULTING ROOMS (NT349),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2008,N/A,LONGLANDS CONSULTING ROOMS CULLINGWORTH STREET DEWSBURY WEST YORKSHIRE WF13 4AN
NT350,Independent Sector H/c Provider Site - SPIRE METHLEY PARK HOSPITAL (NT350),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2008,N/A,METHLEY LANE METHLEY LEEDS WEST YORKSHIRE LS26 9HG
NT351,Independent Sector H/c Provider Site - SPIRE HULL AND EAST RIDING HOSPITAL (NT351),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2008,N/A,LOWFIELD ROAD ANLABY HULL NORTH HUMBERSIDE HU10 7AZ
NT364,Independent Sector H/c Provider Site - SPIRE MONTEFIORE HOSPITAL (NT364),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/4/2012,N/A,THE MONTEFIORE HOSPITAL MONTEFIORE ROAD HOVE EAST SUSSEX BN3 1RD
NT3X3,Independent Sector H/c Provider Site - SPIRE ST ANTHONY'S HOSPITAL (NT3X3),Y56 LONDON COMMISSIONING REGION,QWE NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1/10/2014,N/A,801 LONDON ROAD CHEAM SUTTON SURREY SM3 9DW
NT401,Independent Sector H/c Provider Site - ALEXANDRA HOSPITAL (NT401),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2003,N/A,THE ALEXANDRA HOSPITAL MILL LANE CHEADLE CHESHIRE SK8 2PX
NT402,Independent Sector H/c Provider Site - BATH CLINIC (NT402),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2003,N/A,THE BATH CLINIC CLAVERTON DOWN ROAD COMBE DOWN BATH AVON BA2 7BR
NT403,Independent Sector H/c Provider Site - BEARDWOOD HOSPITAL (NT403),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/10/2003,N/A,PRESTON NEW ROAD BLACKBURN LANCASHIRE BB2 7AE
NT404,Independent Sector H/c Provider Site - BEAUMONT HOSPITAL (NT404),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2003,N/A,CHORLEY NEW ROAD LOSTOCK BOLTON LANCASHIRE BL6 4LA
